COUVE FLOR	EMPANADO(A)/A MILANESA	137.44	4.17	9.21	10.31	2.08	99.57	1.59	0.01
COUVE FLOR	REFOGADO(A)	55.38	1.84	4.11	4.11	2.30	15.00	0.60	0.00
COUVE FLOR	AO VINAGRETE	23.00	1.84	0.45	4.11	2.30	15.00	0.07	0.00
COUVE FLOR	NAO SE APLICA	23.00	1.84	0.45	4.11	2.30	15.00	0.07	0.00
ESPINAFRE	CRU(A)	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
ESPINAFRE	COZIDO(A)	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
ESPINAFRE	REFOGADO(A)	45.30	2.97	2.78	3.75	2.40	70.00	0.41	0.00
ESPINAFRE	AO VINAGRETE	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
ESPINAFRE	NAO SE APLICA	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
MOSTARDA (VERDURA)	CRU(A)	26.00	2.70	0.20	4.90	3.30	25.00	0.01	0.00
MOSTARDA (VERDURA)	COZIDO(A)	15.00	2.26	0.24	2.10	2.00	16.00	0.01	0.00
MOSTARDA (VERDURA)	REFOGADO(A)	43.68	2.26	3.48	2.10	2.00	16.00	0.48	0.00
MOSTARDA (VERDURA)	NAO SE APLICA	15.00	2.26	0.24	2.10	2.00	16.00	0.01	0.00
REPOLHO	CRU(A)	25.00	1.28	0.10	5.80	2.24	18.00	0.03	0.00
REPOLHO	COZIDO(A)	23.00	1.27	0.06	5.51	1.90	8.00	0.00	0.00
REPOLHO	FRITO(A)	49.77	1.27	3.09	5.51	1.90	8.00	0.47	0.02
REPOLHO	REFOGADO(A)	49.77	1.27	3.09	5.51	1.90	8.00	0.47	0.02
REPOLHO	MOLHO BRANCO	23.00	1.27	0.06	5.51	1.90	8.00	0.00	0.00
REPOLHO	AO ALHO E OLEO	49.77	1.27	3.09	5.51	1.90	8.00	0.47	0.02
REPOLHO	AO VINAGRETE	23.00	1.27	0.06	5.51	1.90	8.00	0.00	0.00
REPOLHO	ENSOPADO	49.77	1.27	3.09	5.51	1.90	8.00	0.47	0.02
REPOLHO	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
REPOLHO	NAO SE APLICA	23.00	1.27	0.06	5.51	1.90	8.00	0.00	0.00
CEBOLINHA	NAO SE APLICA	25.00	1.80	0.10	5.65	3.50	4.00	0.02	0.00
AGRIAO	CRU(A)	25.00	2.58	0.66	3.65	1.60	27.00	0.09	0.00
AGRIAO	COZIDO(A)	11.00	2.30	0.10	1.29	0.50	316.36	0.03	0.00
AGRIAO	AO VINAGRETE	11.00	2.30	0.10	1.29	0.50	316.36	0.03	0.00
AGRIAO	ENSOPADO	35.75	2.33	2.90	1.29	0.50	60.88	1.80	0.11
AGRIAO	NAO SE APLICA	25.00	2.58	0.66	3.65	1.60	27.00	0.09	0.00
TAIOBA	CRU(A)	34.00	2.90	0.90	5.40	4.50	1.00	0.20	0.00
TAIOBA	COZIDO(A)	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
TAIOBA	REFOGADO(A)	47.13	2.11	2.75	4.91	2.80	16.00	0.39	0.00
ACELGA	CRU(A)	19.00	1.80	0.20	3.74	1.60	213.00	0.03	0.00
ACELGA	COZIDO(A)	14.00	1.50	0.17	2.41	1.70	9.00	0.04	0.00
ACELGA	REFOGADO(A)	47.74	1.50	3.99	2.41	1.70	9.00	0.63	0.02
ACELGA	NAO SE APLICA	19.00	1.80	0.20	3.74	1.60	213.00	0.03	0.00
BETERRABA BRANCA (ACELGA) 	COZIDO(A)	14.00	1.50	0.17	2.41	1.70	9.00	0.04	0.00
ALMEIRAO	CRU(A)	17.00	1.25	0.20	3.35	3.10	22.00	0.05	0.00
ALMEIRAO	COZIDO(A)	22.00	1.61	0.26	4.31	3.99	29.00	0.06	0.00
ALMEIRAO	REFOGADO(A)	52.88	1.61	3.75	4.31	3.99	29.00	0.56	0.00
ALMEIRAO	AO VINAGRETE	22.00	1.61	0.26	4.31	3.99	29.00	0.06	0.00
RADITE	CRU(A)	17.00	1.25	0.20	3.35	3.10	22.00	0.05	0.00
RADITE	REFOGADO(A)	52.88	1.61	3.75	4.31	3.99	29.00	0.56	0.00
RADITE	AO VINAGRETE	22.00	1.61	0.26	4.31	3.99	29.00	0.06	0.00
BROCOLIS	CRU(A)	34.00	2.82	0.37	6.64	2.60	33.00	0.04	0.00
BROCOLIS	COZIDO(A)	35.00	2.38	0.41	7.18	3.30	41.00	0.08	0.00
BROCOLIS	EMPANADO(A)/A MILANESA	181.23	4.18	11.48	15.43	2.06	243.98	1.87	0.00
BROCOLIS	REFOGADO(A)	60.74	2.38	3.32	7.18	3.30	41.00	0.50	0.00
BROCOLIS	AO ALHO E OLEO	60.74	2.38	3.32	7.18	3.30	41.00	0.50	0.00
BROCOLIS	AO VINAGRETE	35.00	2.38	0.41	7.18	3.30	41.00	0.08	0.00
BROCOLIS	NAO SE APLICA	35.00	2.38	0.41	7.18	3.30	41.00	0.08	0.00
SERRALHA	CRU(A)	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
SERRALHA	COZIDO(A)	23.00	2.97	0.26	3.75	2.40	70.00	0.04	0.00
SERRALHA	REFOGADO(A)	45.30	2.97	2.78	3.75	2.40	70.00	0.41	0.00
CARURU	COZIDO(A)	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
CUXA	NAO SE APLICA	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
VINAGREIRA 	NAO SE APLICA	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
CARIRU	NAO SE APLICA	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
RUCULA	NAO SE APLICA	25.00	2.58	0.66	3.65	1.60	27.00	0.09	0.00
JAMBU	NAO SE APLICA	32.00	1.90	0.30	7.20	1.30	0.00	0.00	0.00
LINGUA DE VACA (VERDURA)	CRU(A)	30.00	2.45	0.42	5.69	3.60	20.00	0.06	0.00
ALCACHOFRA	NAO SE APLICA	53.00	2.89	0.34	11.95	8.60	60.00	0.08	0.00
BREDO	NAO SE APLICA	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
SALSAO (AIPO)	REFOGADO(A)	18.00	0.83	0.16	4.00	1.60	91.00	0.04	0.00
ERVA DOCE	NAO SE APLICA	31.00	1.24	0.20	7.29	3.10	52.00	0.00	0.00
FOLHA DE AIPIM	CRU(A)	30.00	2.45	0.42	5.69	3.60	20.00	0.06	0.00
FOLHA DE MACAXEIRA	COZIDO(A)	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
BROTO DE FEIJAO	CRU(A)	30.00	3.04	0.18	5.94	1.80	6.00	0.05	0.00
BROTO DE FEIJAO	COZIDO(A)	53.38	2.03	3.75	4.19	0.80	10.00	0.60	0.02
MORANGA	COZIDO(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
MORANGA	REFOGADO(A)	36.39	0.72	1.92	4.90	1.10	1.00	0.30	0.00
MORANGA	ENSOPADO	36.39	0.72	1.92	4.90	1.10	1.00	0.30	0.00
MORANGA	NAO SE APLICA	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
ABOBRINHA	CRU(A)	16.00	1.21	0.18	3.35	1.10	2.00	0.04	0.00
ABOBRINHA	COZIDO(A)	20.00	0.91	0.31	4.31	1.40	1.00	0.06	0.00
ABOBRINHA	GRELHADO(A)/BRASA/CHURRASCO	20.00	0.91	0.31	4.31	1.40	1.00	0.06	0.00
ABOBRINHA	ASSADO(A)	20.00	0.91	0.31	4.31	1.40	1.00	0.06	0.00
ABOBRINHA	FRITO(A)	42.30	0.91	2.83	4.31	1.40	1.00	0.43	0.00
ABOBRINHA	EMPANADO(A)/A MILANESA	160.71	4.35	8.92	16.01	1.56	93.58	1.67	0.02
ABOBRINHA	REFOGADO(A)	42.30	0.91	2.83	4.31	1.40	1.00	0.43	0.00
ABOBRINHA	ENSOPADO	42.30	0.91	2.83	4.31	1.40	1.00	0.43	0.00
JERIMUM	CRU(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
JERIMUM	COZIDO(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
ABOBORA	CRU(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
ABOBORA	COZIDO(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
ABOBORA	ASSADO(A)	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
ABOBORA	FRITO(A)	36.39	0.72	1.92	4.90	1.10	1.00	0.30	0.00
ABOBORA	REFOGADO(A)	36.39	0.72	1.92	4.90	1.10	1.00	0.30	0.00
ABOBORA	MOLHO VERMELHO	20.80	0.84	0.09	5.00	1.18	105.60	0.04	0.00
ABOBORA	ENSOPADO	36.39	0.72	1.92	4.90	1.10	1.00	0.30	0.00
ABOBORA	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
ABOBORA	NAO SE APLICA	20.00	0.72	0.07	4.90	1.10	1.00	0.04	0.00
PEPINO	NAO SE APLICA	15.00	0.65	0.11	3.63	1.14	2.00	0.04	0.00
CHUCHU	CRU(A)	24.00	0.62	0.48	5.09	2.80	1.00	0.09	0.00
CHUCHU	COZIDO(A)	24.00	0.62	0.48	5.09	2.80	1.00	0.09	0.00
CHUCHU	ASSADO(A)	24.00	0.76	0.42	5.15	2.54	105.60	0.07	0.00
CHUCHU	REFOGADO(A)	49.09	0.62	3.32	5.09	2.80	1.00	0.49	0.00
CHUCHU	MOLHO VERMELHO	24.00	0.76	0.42	5.15	2.54	105.60	0.07	0.00
CHUCHU	AO ALHO E OLEO	49.09	0.62	3.32	5.09	2.80	1.00	0.49	0.00
CHUCHU	AO VINAGRETE	24.00	0.62	0.48	5.09	2.80	1.00	0.09	0.00
CHUCHU	ENSOPADO	49.09	0.62	3.32	5.09	2.80	1.00	0.49	0.00
CHUCHU	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
JILO	CRU(A)	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
JILO	COZIDO(A)	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
JILO	ASSADO(A)	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
JILO	FRITO(A)	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
JILO	REFOGADO(A)	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
JILO	COM MANTEIGA/OLEO	43.19	1.90	2.61	4.51	2.50	23.03	1.56	0.10
JILO	ENSOPADO	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
JILO	NAO SE APLICA	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
MAXIXE	CRU(A)	14.00	1.40	0.10	2.70	2.20	11.00	0.00	0.00
MAXIXE	COZIDO(A)	14.00	0.40	0.20	3.04	1.00	107.00	0.02	0.00
MAXIXE	REFOGADO(A)	36.94	0.40	2.80	3.04	1.00	107.00	0.39	0.00
MAXIXE	ENSOPADO	36.94	0.40	2.80	3.04	1.00	107.00	0.39	0.00
PEPININHO (MAXIXE)	COZIDO(A)	14.00	0.40	0.20	3.04	1.00	107.00	0.02	0.00
PEPININHO (MAXIXE)	AO VINAGRETE	14.00	0.40	0.20	3.04	1.00	107.00	0.02	0.00
PALMITO IN NATURA	CRU(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
PALMITO IN NATURA	COZIDO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
PALMITO IN NATURA	REFOGADO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
PALMITO IN NATURA	ENSOPADO	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
GUARIROBA (PALMITO IN NATURA)	COZIDO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
GUARIROBA (PALMITO IN NATURA)	REFOGADO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
GUARIROBA (PALMITO IN NATURA)	MOLHO VERMELHO	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
GUEIROBA (PALMITO IN NATURA)	COZIDO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
GUEIROBA (PALMITO IN NATURA)	REFOGADO(A)	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
PIMENTAO	NAO SE APLICA	20.00	0.86	0.17	4.64	1.70	3.00	0.06	0.00
QUIABO	CRU(A)	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
QUIABO 	COZIDO(A)	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
QUIABO 	FRITO(A)	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
QUIABO 	EMPANADO(A)/A MILANESA	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
QUIABO 	REFOGADO(A)	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
QUIABO 	ENSOPADO	47.09	1.87	3.05	4.51	2.50	6.00	0.49	0.02
QUIABO 	NAO SE APLICA	22.00	1.87	0.21	4.51	2.50	6.00	0.05	0.00
TOMATE	NAO SE APLICA	18.00	0.88	0.20	3.92	1.20	5.00	0.03	0.00
VAGEM	CRU(A)	35.00	1.89	0.28	7.88	3.20	1.00	0.06	0.00
VAGEM	COZIDO(A)	35.00	1.89	0.28	7.88	3.20	1.00	0.06	0.00
VAGEM	REFOGADO(A)	67.12	1.89	3.91	7.88	3.20	1.00	0.63	0.02
VAGEM	COM MANTEIGA/OLEO	67.12	1.89	3.91	7.88	3.20	1.00	0.63	0.02
VAGEM	ENSOPADO	67.12	1.89	3.91	7.88	3.20	1.00	0.63	0.02
VAGEM	NAO SE APLICA	35.00	1.89	0.28	7.88	3.20	1.00	0.06	0.00
COGUMELO IN NATURA	NAO SE APLICA	28.00	2.17	0.47	5.29	2.20	2.00	0.05	0.00
BERINJELA	CRU(A)	32.90	0.78	0.22	8.21	2.35	0.94	0.04	0.00
BERINJELA	COZIDO(A)	35.00	0.83	0.23	8.73	2.50	1.00	0.04	0.00
BERINJELA	ASSADO(A)	35.00	0.83	0.23	8.73	2.50	1.00	0.04	0.00
BERINJELA	FRITO(A)	75.55	0.83	4.82	8.73	2.50	1.00	0.70	0.00
BERINJELA	EMPANADO(A)/A MILANESA	164.87	3.69	10.18	15.86	2.71	19.95	1.74	0.00
BERINJELA	REFOGADO(A)	75.55	0.83	4.82	8.73	2.50	1.00	0.70	0.00
BERINJELA 	AO VINAGRETE	35.00	0.83	0.23	8.73	2.50	1.00	0.04	0.00
BERINJELA	ENSOPADO	75.55	0.83	4.82	8.73	2.50	1.00	0.70	0.00
BERINJELA	NAO SE APLICA	35.00	0.83	0.23	8.73	2.50	1.00	0.04	0.00
ERVILHA EM VAGEM	COZIDO(A)	67.09	3.27	3.07	7.05	2.80	239.78	0.49	0.02
ERVILHA EM VAGEM	REFOGADO(A)	67.09	3.27	3.07	7.05	2.80	4.00	0.49	0.02
CEBOLA	CRU(A)	40.00	1.10	0.10	9.34	1.93	4.00	0.04	0.00
CEBOLA	COZIDO(A)	44.00	1.36	0.19	10.15	1.40	3.00	0.03	0.00
CEBOLA	GRELHADO(A)/BRASA/CHURRASCO	44.00	1.36	0.19	10.15	1.40	3.00	0.03	0.00
CEBOLA	ASSADO(A)	44.00	1.36	0.19	10.15	1.40	3.00	0.03	0.00
CEBOLA	FRITO(A)	63.12	1.36	2.35	10.15	1.40	3.00	0.37	0.01
CEBOLA	REFOGADO(A)	63.12	1.36	2.35	10.15	1.40	3.00	0.37	0.01
CEBOLA	MOLHO VERMELHO	40.00	1.35	0.19	9.20	1.42	107.20	0.03	0.00
CEBOLA	COM MANTEIGA/OLEO	60.15	1.38	2.02	10.15	1.40	15.97	1.19	0.07
CEBOLA	AO VINAGRETE	40.00	1.10	0.10	9.34	1.93	4.00	0.04	0.00
CEBOLA	NAO SE APLICA	40.00	1.10	0.10	9.34	1.93	4.00	0.04	0.00
CATALONHA	REFOGADO(A)	42.94	1.88	2.68	4.13	2.10	179.00	0.39	0.00
JARDINEIRA (SELETA)	NAO SE APLICA	47.00	2.53	0.26	9.06	2.80	482.78	0.05	0.00
SELETA (JARDINEIRA)	NAO SE APLICA	47.00	2.53	0.26	9.06	2.80	482.78	0.05	0.00
ALHO	NAO SE APLICA	149.00	6.36	0.50	33.06	2.10	17.00	0.09	0.00
ALHO PORO	NAO SE APLICA	54.48	0.81	2.86	7.62	1.00	10.00	0.44	0.01
BROTO DE ALFAFA	NAO SE APLICA	23.00	3.99	0.69	2.10	1.90	6.00	0.07	0.00
ALFACE ORGANICA	NAO SE APLICA	15.00	1.36	0.15	2.79	1.30	28.00	0.02	0.00
TOMATE ORGANICO	NAO SE APLICA	18.00	0.88	0.20	3.92	1.20	5.00	0.03	0.00
PIMENTAO ORGANICO	NAO SE APLICA	20.00	0.86	0.17	4.64	1.70	3.00	0.06	0.00
OREGANO	NAO SE APLICA	306.00	11.00	10.25	64.43	42.80	15.00	2.66	0.00
PACOVA	NAO SE APLICA	78.00	1.20	0.10	20.30	2.00	1.00	0.00	0.00
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	CRU(A)	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	COZIDO(A)	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	ASSADO(A)	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	FRITO(A)	213.11	1.22	13.25	25.47	2.90	1.12	2.14	0.07
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	EMPANADO(A)/A MILANESA	213.11	1.22	13.25	25.47	2.90	1.12	2.14	0.07
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	COM MANTEIGA/OLEO	195.41	1.33	11.25	25.48	2.90	78.36	7.01	0.44
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	ENSOPADO	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	MINGAU	112.04	2.29	1.72	23.18	1.54	67.45	0.95	0.05
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	SOPA	112.04	2.29	1.72	23.18	1.54	67.45	0.95	0.05
BANANA (OURO, PRATA, D´ÁGUA, DA TERRA, ETC)	NAO SE APLICA	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
LARANJA (PERA, SELETA, LIMA, DA TERRA, ETC)	NAO SE APLICA	47.00	0.94	0.12	11.75	2.35	0.00	0.02	0.00
LIMA	NAO SE APLICA	47.00	0.94	0.12	11.75	2.35	0.00	0.02	0.00
LIMAO (COMUM, GALEGO, ETC)	NAO SE APLICA	30.00	0.70	0.20	10.54	2.80	2.00	0.02	0.00
TANGERINA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
MEXERICA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
BERGAMOTA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
MIMOSA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
TANJA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
MARICOTA	NAO SE APLICA	53.00	0.81	0.31	13.34	1.80	2.00	0.04	0.00
LARANJINHA JAPONESA	NAO SE APLICA	47.00	0.94	0.12	11.75	2.35	0.00	0.02	0.00
CANA DE ACUCAR	NAO SE APLICA	73.58	0.00	0.05	19.97	0.00	18.34	0.00	0.00
ABACAXI	NAO SE APLICA	48.00	0.54	0.12	12.63	1.40	1.00	0.01	0.00
ANANAS	NAO SE APLICA	48.00	0.54	0.12	12.63	1.40	1.00	0.01	0.00
ABACATE	NAO SE APLICA	120.00	2.23	10.06	7.82	5.60	2.00	1.96	0.00
CAQUI	NAO SE APLICA	70.00	0.58	0.19	18.59	3.60	1.00	0.02	0.00
FIGO	NAO SE APLICA	74.00	0.75	0.30	19.18	2.90	1.00	0.06	0.00
MACA	NAO SE APLICA	52.00	0.26	0.17	13.81	2.40	1.00	0.03	0.00
MAMAO	NAO SE APLICA	39.00	0.61	0.14	9.81	1.80	3.00	0.04	0.00
PAPAIA	NAO SE APLICA	39.00	0.61	0.14	9.81	1.80	3.00	0.04	0.00
MANGA	NAO SE APLICA	65.00	0.51	0.27	17.00	1.76	2.00	0.07	0.00
MANGUITO	NAO SE APLICA	65.00	0.51	0.27	17.00	1.76	2.00	0.07	0.00
MARACUJA	NAO SE APLICA	97.00	2.20	0.70	23.38	10.40	28.00	0.06	0.00
MELANCIA	NAO SE APLICA	30.00	0.61	0.15	7.55	0.40	1.00	0.02	0.00
MELAO	NAO SE APLICA	36.00	0.54	0.14	9.09	0.80	18.00	0.04	0.00
PERA	NAO SE APLICA	58.00	0.38	0.12	15.46	3.16	1.00	0.01	0.00
PESSEGO	NAO SE APLICA	39.00	0.91	0.25	9.54	1.50	0.00	0.02	0.00
FRUTA DE CONDE	NAO SE APLICA	74.00	1.65	0.62	17.70	2.30	4.00	0.07	0.00
PINHA (FRUTA DE CONDE)	NAO SE APLICA	74.00	1.65	0.62	17.70	2.30	4.00	0.07	0.00
ATA	NAO SE APLICA	74.00	1.65	0.62	17.70	2.30	4.00	0.07	0.00
UVA	NAO SE APLICA	69.00	0.72	0.16	18.10	0.90	2.00	0.05	0.00
UVA PASSA	NAO SE APLICA	299.00	3.07	0.46	79.18	3.70	11.00	0.06	0.00
JENIPAPO 	NAO SE APLICA	113.00	5.20	0.30	25.70	9.40	0.00	0.00	0.00
JACA	NAO SE APLICA	94.00	1.47	0.30	24.01	1.60	3.00	0.06	0.00
GOIABA	NAO SE APLICA	68.00	2.55	0.95	14.32	5.40	2.00	0.27	0.00
ARACA ACU (GOIABA)	NAO SE APLICA	68.00	2.55	0.95	14.32	5.40	2.00	0.27	0.00
AMEIXA	NAO SE APLICA	46.00	0.70	0.28	11.42	1.40	0.00	0.02	0.00
CAJU	NAO SE APLICA	43.00	1.00	0.30	10.30	1.70	3.00	0.00	0.00
CEREJA	NAO SE APLICA	63.00	1.06	0.20	16.01	2.10	0.00	0.04	0.00
CAJA MANGA	NAO SE APLICA	46.00	1.30	0.00	11.40	2.60	1.00	0.00	0.00
CAJARANA	NAO SE APLICA	46.00	0.20	0.10	12.40	1.10	0.00	0.00	0.00
TAPEREBA	NAO SE APLICA	70.00	0.80	2.10	13.80	1.00	0.00	0.00	0.00
ACAJA (TABEREBA)	NAO SE APLICA	46.00	1.30	0.00	11.40	2.60	1.00	0.00	0.00
CARAMBOLA	NAO SE APLICA	31.00	1.04	0.33	6.73	2.80	2.00	0.02	0.00
JABOTICABA	NAO SE APLICA	73.00	0.66	0.50	18.40	7.00	6.00	0.02	0.00
GRAVIOLA	NAO SE APLICA	62.00	0.80	0.20	15.80	1.90	4.00	0.00	0.00
MORANGO	NAO SE APLICA	32.00	0.67	0.30	7.68	2.00	1.00	0.02	0.00
JAMBO	NAO SE APLICA	27.00	0.90	0.10	6.50	5.10	22.00	0.00	0.00
ATEMOIA 	NAO SE APLICA	74.00	1.65	0.62	17.70	2.30	4.00	0.07	0.00
MANGABA	NAO SE APLICA	43.00	0.70	0.30	10.50	0.80	0.00	0.00	0.00
ARACA	NAO SE APLICA	68.00	2.55	0.95	14.32	5.40	2.00	0.27	0.00
NESPERA	NAO SE APLICA	47.00	0.43	0.20	12.14	1.70	1.00	0.04	0.00
FRUTA PAO	NAO SE APLICA	103.00	1.07	0.23	27.12	4.90	2.00	0.05	0.00
SAPOTI	NAO SE APLICA	96.00	0.70	0.10	25.90	9.90	0.00	0.00	0.00
UXI	NAO SE APLICA	252.00	2.20	10.10	38.20	20.50	0.00	0.00	0.00
TAMARINDO	NAO SE APLICA	239.00	2.80	0.60	62.50	5.10	28.00	0.27	0.00
CACAU	NAO SE APLICA	74.00	1.00	0.10	19.40	2.20	1.00	0.00	0.00
PITOMBA 	NAO SE APLICA	66.00	0.83	0.44	16.53	1.30	1.00	0.10	0.00
BACURI	NAO SE APLICA	105.00	1.90	2.00	22.80	7.40	0.00	0.00	0.00
INGA	NAO SE APLICA	60.00	1.00	0.10	15.50	1.20	0.00	0.00	0.00
PEQUI	NAO SE APLICA	152.00	1.50	13.40	6.30	4.70	0.00	0.00	0.00
PITANGA 	NAO SE APLICA	41.00	0.90	0.20	10.20	3.20	2.00	0.00	0.00
CIRIGUELA	NAO SE APLICA	76.00	1.40	0.40	18.90	3.90	2.00	0.20	0.00
MURICI	NAO SE APLICA	66.00	0.90	1.30	14.40	2.20	0.00	0.00	0.00
UMBU	NAO SE APLICA	37.00	0.80	0.00	9.40	2.00	0.00	0.00	0.00
IMBU	NAO SE APLICA	37.00	0.80	0.00	9.40	2.00	0.00	0.00	0.00
BIRIBA	NAO SE APLICA	74.00	1.65	0.62	17.70	2.30	4.00	0.07	0.00
CUPUACU	NAO SE APLICA	49.00	1.20	1.00	10.40	3.10	3.00	0.40	0.00
NECTARINA	NAO SE APLICA	44.00	1.06	0.32	10.55	1.70	0.00	0.03	0.00
MARI	NAO SE APLICA	281.10	2.70	21.10	20.10	0.00	0.00	0.00	0.00
ROMA	NAO SE APLICA	56.00	0.40	0.00	15.10	0.40	1.00	0.00	0.00
ACEROLA	NAO SE APLICA	32.00	0.40	0.30	7.69	1.10	7.00	0.07	0.00
KIWI	NAO SE APLICA	61.00	1.14	0.52	14.66	3.00	3.00	0.03	0.00
ABIU	NAO SE APLICA	62.00	0.80	0.70	14.90	1.70	0.00	0.30	0.00
JURUBEBA	NAO SE APLICA	126.00	4.40	3.90	23.10	1.20	1.00	0.50	0.00
FRUTA (NAO ESPECIFICADA)	NAO SE APLICA	89.00	1.09	0.33	22.84	2.60	1.00	0.11	0.00
MACA ORGANICA	NAO SE APLICA	52.00	0.26	0.17	13.81	2.40	1.00	0.03	0.00
ACEROLA ORGANICA	NAO SE APLICA	32.00	0.40	0.30	7.69	1.10	7.00	0.07	0.00
AMORA	NAO SE APLICA	43.00	1.39	0.49	9.61	5.30	1.00	0.01	0.00
JAMELAO (JAMBURAO)	NAO SE APLICA	73.00	0.66	0.50	18.40	7.00	6.00	0.02	0.00
DEMERARA	NAO SE APLICA	387.00	0.00	0.00	99.98	0.00	0.00	0.00	0.00
ACUCAR MASCAVO	NAO SE APLICA	380.00	0.12	0.00	98.09	0.00	28.00	0.00	0.00
RAPADURA	NAO SE APLICA	296.00	0.00	0.00	76.60	0.00	4.00	0.00	0.00
ALFENIM DE CANA	NAO SE APLICA	296.00	0.00	0.00	76.60	0.00	4.00	0.00	0.00
BATIDA (RAPADURA)	NAO SE APLICA	380.00	0.12	0.00	98.09	0.00	28.00	0.00	0.00
SORVETE DE QUALQUER SABOR INDUSTRIALIZADO	NAO SE APLICA	206.00	3.60	11.00	25.13	0.87	78.67	6.79	0.37
PICOLE DE QUALQUER SABOR INDUSTRIALIZADO	NAO SE APLICA	79.00	0.00	0.24	19.23	0.00	7.00	0.01	0.00
CHICLETE	NAO SE APLICA	396.00	0.00	0.00	98.90	0.10	44.00	0.00	0.00
BALA	NAO SE APLICA	394.00	0.00	0.20	98.00	0.00	38.00	0.00	0.00
CARAMELO (BALA)	NAO SE APLICA	382.00	4.60	8.10	77.00	0.00	245.00	2.48	0.04
DROPS	NAO SE APLICA	394.00	0.00	0.20	98.00	0.00	38.00	0.00	0.00
